Date,ppt (inches),tmean (degrees F)
2020-03-15,0.18,38.2
2020-03-16,0.00,40.5
2020-03-17,0.00,46.8
2020-03-18,0.00,46.1
2020-03-19,0.00,46.1
2020-03-20,0.00,47.5
2020-03-21,0.00,50.4
2020-03-22,0.00,46.8
2020-03-23,0.02,48.2
2020-03-24,0.17,46.1
2020-03-25,0.17,42.1
2020-03-26,0.00,43.1
2020-03-27,0.02,41.8
2020-03-28,0.26,45.8
2020-03-29,0.27,49.3
2020-03-30,0.26,51.8
2020-03-31,0.39,44.7
2020-04-01,0.15,44.4
2020-04-02,0.20,42.4
2020-04-03,0.08,40.8
2020-04-04,0.02,41.3
2020-04-05,0.17,42.6
2020-04-06,0.00,52.0
2020-04-07,0.00,50.4
2020-04-08,0.00,49.2
2020-04-09,0.00,53.4
2020-04-10,0.00,58.6
2020-04-11,0.00,55.0
2020-04-12,0.00,50.0
2020-04-13,0.00,50.0
2020-04-14,0.00,49.8
2020-04-15,0.00,51.7
2020-04-16,0.00,52.0
2020-04-17,0.00,54.2
2020-04-18,0.00,56.6
2020-04-19,0.07,47.9
2020-04-20,0.00,50.2
2020-04-21,0.00,53.6
2020-04-22,0.13,51.5
2020-04-23,0.27,53.0
2020-04-24,0.11,54.8
2020-04-25,0.04,55.8
2020-04-26,0.19,51.8
2020-04-27,0.08,52.7
2020-04-28,0.02,57.3
2020-04-29,0.00,59.9
2020-04-30,0.00,59.4
2020-05-01,0.00,51.5
2020-05-02,0.12,49.0
2020-05-03,0.69,50.1
2020-05-04,0.12,49.0
2020-05-05,0.05,52.7
2020-05-06,0.17,58.2
2020-05-07,0.03,52.4
2020-05-08,0.00,56.9
2020-05-09,0.00,65.4
2020-05-10,0.00,68.2
2020-05-11,0.00,67.6
2020-05-12,0.03,57.7
2020-05-13,0.32,55.0
2020-05-14,0.06,55.0
2020-05-15,0.52,52.7
2020-05-16,0.02,58.7
2020-05-17,0.25,57.1
2020-05-18,0.43,57.9
2020-05-19,0.14,53.9
2020-05-20,0.02,55.8
2020-05-21,0.04,53.0
2020-05-22,0.02,51.3
2020-05-23,0.00,51.6
2020-05-24,0.00,52.8
2020-05-25,0.00,59.9
2020-05-26,0.03,60.5
2020-05-27,0.00,61.3
2020-05-28,0.00,65.3
2020-05-29,0.00,71.2
2020-05-30,0.00,68.2
2020-05-31,0.32,55.6
2020-06-01,0.00,54.4
2020-06-02,0.00,56.7
2020-06-03,0.00,61.1
2020-06-04,0.00,61.3
2020-06-05,0.00,61.1
2020-06-06,0.18,59.6
2020-06-07,0.33,52.7
2020-06-08,0.05,53.6
2020-06-09,0.35,56.3
2020-06-10,0.09,58.3
2020-06-11,0.01,66.3
2020-06-12,0.02,64.3
2020-06-13,0.20,54.4
2020-06-14,0.41,54.7
2020-06-15,0.08,57.3
2020-06-16,0.04,57.2
2020-06-17,0.08,56.5
2020-06-18,0.00,60.1
2020-06-19,0.00,64.9
2020-06-20,0.00,68.5
2020-06-21,0.18,63.4
2020-06-22,0.00,63.9
2020-06-23,0.00,68.5
2020-06-24,0.00,75.0
2020-06-25,0.00,66.1
2020-06-26,0.00,69.1
2020-06-27,0.00,71.8
2020-06-28,0.00,63.1
2020-06-29,0.00,60.4
2020-06-30,0.00,62.2
2020-07-01,0.00,61.8
2020-07-02,0.00,59.6
2020-07-03,0.00,61.1
2020-07-04,0.00,63.2
2020-07-05,0.00,62.5
2020-07-06,0.00,63.5
2020-07-07,0.00,60.9
2020-07-08,0.02,62.9
2020-07-09,0.00,63.7
2020-07-10,0.00,65.0
2020-07-11,0.00,66.4
2020-07-12,0.00,64.1
2020-07-13,0.00,65.0
2020-07-14,0.00,65.3
2020-07-15,0.00,68.6
2020-07-16,0.00,72.5
2020-07-17,0.00,72.3
2020-07-18,0.00,64.3
2020-07-19,0.00,68.2
2020-07-20,0.00,73.8
2020-07-21,0.00,75.8
2020-07-22,0.00,74.8
2020-07-23,0.00,69.6
2020-07-24,0.00,66.1
2020-07-25,0.00,61.3
2020-07-26,0.00,65.7
2020-07-27,0.00,77.7
2020-07-28,0.00,77.5
2020-07-29,0.00,74.4
2020-07-30,0.00,76.3
2020-07-31,0.00,77.4
2020-08-01,0.00,71.9
2020-08-02,0.00,69.5
2020-08-03,0.00,70.2
2020-08-04,0.00,69.2
2020-08-05,0.00,72.3
2020-08-06,0.06,69.4
2020-08-07,0.00,61.1
2020-08-08,0.00,63.4
2020-08-09,0.00,65.1
2020-08-10,0.00,67.0
2020-08-11,0.00,71.8
2020-08-12,0.00,65.2
2020-08-13,0.00,61.7
2020-08-14,0.00,63.8
2020-08-15,0.00,70.1
2020-08-16,0.00,77.6
2020-08-17,0.00,76.9
2020-08-18,0.00,76.3
2020-08-19,0.00,71.2
2020-08-20,0.00,70.7
2020-08-21,0.03,70.8
2020-08-22,0.00,66.9
2020-08-23,0.00,66.4
2020-08-24,0.00,68.1
2020-08-25,0.00,67.3
2020-08-26,0.00,67.3
2020-08-27,0.00,67.5
2020-08-28,0.00,67.1
2020-08-29,0.00,68.4
2020-08-30,0.00,62.9
2020-08-31,0.00,61.8
2020-09-01,0.00,65.9
2020-09-02,0.00,72.3
2020-09-03,0.00,75.5
2020-09-04,0.00,77.0
2020-09-05,0.00,67.7
2020-09-06,0.00,64.2
2020-09-07,0.00,70.2
2020-09-08,0.00,72.8
2020-09-09,0.00,70.9
2020-09-10,0.00,70.5
2020-09-11,0.00,58.6
2020-09-12,0.00,57.2
2020-09-13,0.00,54.4
2020-09-14,0.00,55.1
2020-09-15,0.00,62.9
2020-09-16,0.00,64.0
2020-09-17,0.00,62.9
2020-09-18,0.48,64.0
2020-09-19,0.37,60.7
2020-09-20,0.02,61.0
2020-09-21,0.00,63.2
2020-09-22,0.00,62.0
2020-09-23,0.00,64.6
2020-09-24,0.42,64.5
2020-09-25,0.06,62.3
2020-09-26,0.58,57.8
2020-09-27,0.02,59.5
2020-09-28,0.00,61.1
2020-09-29,0.00,68.1
2020-09-30,0.00,67.6
2020-10-01,0.00,64.3
2020-10-02,0.00,63.1
2020-10-03,0.00,64.3
2020-10-04,0.00,62.6
2020-10-05,0.00,58.2
2020-10-06,0.00,60.8
2020-10-07,0.00,62.0
2020-10-08,0.00,61.0
2020-10-09,0.00,57.0
2020-10-10,0.51,59.6
2020-10-11,0.27,56.6
2020-10-12,0.37,55.7
2020-10-13,0.03,58.9
2020-10-14,0.19,55.3
2020-10-15,0.00,52.5
2020-10-16,0.00,51.2
2020-10-17,0.05,55.1
2020-10-18,0.00,58.7
2020-10-19,0.00,60.3
2020-10-20,0.00,55.3
2020-10-21,0.00,54.8
2020-10-22,0.00,46.2
2020-10-23,0.00,44.4
2020-10-24,0.00,45.3
2020-10-25,0.00,45.2
2020-10-26,0.00,38.5
2020-10-27,0.00,40.8
2020-10-28,0.00,44.0
2020-10-29,0.00,49.7
2020-10-30,0.00,50.8
2020-10-31,0.02,48.8
2020-11-01,0.00,46.1
2020-11-02,0.00,48.5
2020-11-03,0.00,48.8
2020-11-04,0.07,51.5
2020-11-05,0.01,63.5
2020-11-06,0.83,53.7
2020-11-07,0.09,42.4
2020-11-08,0.03,40.8
2020-11-09,0.00,37.1
2020-11-10,0.15,35.8
2020-11-11,0.16,44.0
2020-11-12,0.00,41.7
2020-11-13,1.25,39.9
2020-11-14,0.15,47.0
2020-11-15,1.00,46.8
2020-11-16,0.27,50.6
2020-11-17,0.10,50.3
2020-11-18,0.77,50.3
2020-11-19,0.65,46.9
2020-11-20,0.32,42.5
2020-11-21,0.01,36.6
2020-11-22,0.00,37.5
2020-11-23,0.16,38.8
2020-11-24,0.04,43.7
2020-11-25,0.28,43.7
2020-11-26,0.04,44.7
2020-11-27,0.00,42.1
2020-11-28,0.03,36.4
2020-11-29,0.02,39.6
2020-11-30,0.23,40.6
2020-12-01,0.06,41.1
2020-12-02,0.00,39.3
2020-12-03,0.00,43.9
2020-12-04,0.00,39.6
2020-12-05,0.00,40.5
2020-12-06,0.15,39.9
2020-12-07,0.00,46.7
2020-12-08,0.00,42.7
2020-12-09,0.19,43.1
2020-12-10,0.01,44.4
2020-12-11,0.16,39.5
2020-12-12,0.25,40.9
2020-12-13,0.25,39.1
2020-12-14,0.21,43.8
2020-12-15,0.05,44.9
2020-12-16,0.26,46.7
2020-12-17,0.61,46.6
2020-12-18,0.06,45.1
2020-12-19,0.20,46.4
2020-12-20,1.58,51.3
2020-12-21,0.58,51.1
2020-12-22,0.24,49.7
2020-12-23,0.02,40.0
2020-12-24,0.00,36.8
2020-12-25,0.01,30.8
2020-12-26,0.64,41.5
2020-12-27,0.08,46.0
2020-12-28,0.00,42.4
2020-12-29,0.00,37.2
2020-12-30,0.06,34.4
2020-12-31,0.68,43.8
2021-01-01,0.06,48.5
2021-01-02,0.39,50.1
2021-01-03,1.38,48.3
2021-01-04,0.37,47.6
2021-01-05,0.29,46.8
2021-01-06,0.20,45.8
2021-01-07,0.63,46.2
2021-01-08,0.27,45.3
2021-01-09,0.05,41.8
2021-01-10,0.11,36.9
2021-01-11,0.04,43.4
2021-01-12,0.77,47.8
2021-01-13,1.31,53.2
2021-01-14,0.00,46.4
2021-01-15,0.09,44.9
2021-01-16,0.00,47.3
2021-01-17,0.04,44.6
2021-01-18,0.00,43.4
2021-01-19,0.00,40.9
2021-01-20,0.00,41.0
2021-01-21,0.03,37.2
2021-01-22,0.00,42.8
2021-01-23,0.00,39.9
2021-01-24,0.03,36.7
2021-01-25,0.22,36.8
2021-01-26,0.02,37.9
2021-01-27,0.66,36.0
2021-01-28,0.13,38.3
2021-01-29,0.00,42.4
2021-01-30,0.18,41.9
2021-01-31,0.15,47.1
2021-02-01,0.33,49.9
2021-02-02,0.56,46.8
2021-02-03,0.65,43.6
2021-02-04,0.00,41.7
2021-02-05,0.03,42.0
2021-02-06,0.00,44.7
2021-02-07,0.11,42.9
2021-02-08,0.02,42.4
2021-02-09,0.00,38.7
2021-02-10,0.00,37.5
2021-02-11,0.00,37.9
2021-02-12,0.41,33.7
2021-02-13,0.87,29.9
2021-02-14,0.28,33.8
2021-02-15,0.43,38.7
2021-02-16,0.06,45.9
2021-02-17,0.04,44.3
2021-02-18,0.00,42.4
2021-02-19,0.38,42.3
2021-02-20,0.24,44.6
2021-02-21,0.02,43.6
2021-02-22,0.00,46.6
2021-02-23,0.17,44.9
2021-02-24,0.06,42.1
2021-02-25,0.05,40.1
2021-02-26,0.28,43.8
2021-02-27,0.16,43.6
2021-02-28,0.00,44.8
2021-03-01,0.00,47.4
2021-03-02,0.00,47.9
2021-03-03,0.00,44.0
2021-03-04,0.00,44.0
2021-03-05,0.03,46.8
2021-03-06,0.37,43.6
2021-03-07,0.09,45.1
2021-03-08,0.07,42.2
2021-03-09,0.08,42.7
2021-03-10,0.10,44.7
2021-03-11,0.02,43.6
2021-03-12,0.00,44.8
2021-03-13,0.00,45.9
2021-03-14,0.00,46.9
2021-03-15,0.31,41.7
2021-03-16,0.01,38.3
2021-03-17,0.00,40.7
2021-03-18,0.00,45.6
2021-03-19,0.20,46.9
2021-03-20,0.16,47.3
2021-03-21,0.12,46.1
2021-03-22,0.14,44.3
2021-03-23,0.02,43.7
2021-03-24,0.00,45.1
2021-03-25,0.14,44.4
2021-03-26,0.00,42.9
2021-03-27,0.00,44.6
2021-03-28,0.00,48.9
2021-03-29,0.13,43.4
2021-03-30,0.00,41.5
2021-03-31,0.00,41.6
2021-04-01,0.00,49.5
2021-04-02,0.00,52.2
2021-04-03,0.00,48.4
2021-04-04,0.00,51.7
2021-04-05,0.00,44.6
2021-04-06,0.00,44.1
2021-04-07,0.00,48.9
2021-04-08,0.05,44.0
2021-04-09,0.00,44.4
2021-04-10,0.05,44.9
2021-04-11,0.00,41.4
2021-04-12,0.00,44.2
2021-04-13,0.00,50.4
2021-04-14,0.00,51.6
2021-04-15,0.00,52.4
2021-04-16,0.00,56.6
2021-04-17,0.00,61.0
2021-04-18,0.00,63.1
2021-04-19,0.00,62.8
2021-04-20,0.00,58.1
2021-04-21,0.00,59.4
2021-04-22,0.00,58.4
2021-04-23,0.00,53.0
2021-04-24,0.04,50.6
2021-04-25,0.26,49.7
2021-04-26,0.13,51.9
2021-04-27,0.04,51.8
2021-04-28,0.00,53.3
2021-04-29,0.00,57.0
2021-04-30,0.00,61.4
2021-05-01,0.45,59.8
2021-05-02,0.02,53.5
2021-05-03,0.00,54.9
2021-05-04,0.02,55.6
2021-05-05,0.00,57.0
2021-05-06,0.00,61.5
2021-05-07,0.07,54.3
2021-05-08,0.04,48.3
2021-05-09,0.00,48.6
2021-05-10,0.00,54.7
2021-05-11,0.00,56.6
2021-05-12,0.00,59.2
2021-05-13,0.00,62.3
2021-05-14,0.00,63.7
2021-05-15,0.00,63.8
2021-05-16,0.00,62.7
2021-05-17,0.00,64.3
2021-05-18,0.00,56.1
2021-05-19,0.02,52.5
2021-05-20,0.06,49.1
2021-05-21,0.09,49.4
2021-05-22,0.00,53.5
2021-05-23,0.00,57.7
2021-05-24,0.06,55.8
2021-05-25,0.22,56.4
2021-05-26,0.02,55.2
2021-05-27,0.08,59.0
2021-05-28,0.01,55.4
2021-05-29,0.00,57.1
2021-05-30,0.00,62.9
2021-05-31,0.00,66.6
2021-06-01,0.00,70.4
2021-06-02,0.00,76.3
2021-06-03,0.00,72.4
2021-06-04,0.00,67.8
2021-06-05,0.00,64.7
2021-06-06,0.00,53.9
2021-06-07,0.04,54.7
2021-06-08,0.00,55.8
2021-06-09,0.02,54.5
2021-06-10,0.00,55.4
2021-06-11,0.00,57.0
2021-06-12,0.18,58.3
2021-06-13,0.94,65.1
2021-06-14,0.62,63.0
2021-06-15,0.07,62.0
2021-06-16,0.14,58.6
2021-06-17,0.00,63.7
2021-06-18,0.00,66.6
2021-06-19,0.00,65.5
2021-06-20,0.00,66.5
2021-06-21,0.00,74.7
2021-06-22,0.00,75.4
2021-06-23,0.00,70.9
2021-06-24,0.00,69.3
2021-06-25,0.00,71.0
2021-06-26,0.00,77.3
2021-06-27,0.00,85.2
2021-06-28,0.00,89.8
2021-06-29,0.00,87.3
2021-06-30,0.00,74.9
2021-07-01,0.00,67.5
2021-07-02,0.00,70.3
2021-07-03,0.00,71.7
2021-07-04,0.00,72.8
2021-07-05,0.00,71.8
2021-07-06,0.00,71.1
2021-07-07,0.00,73.9
2021-07-08,0.00,66.0
2021-07-09,0.00,65.6
2021-07-10,0.00,71.4
2021-07-11,0.00,72.3
2021-07-12,0.00,71.4
2021-07-13,0.00,71.0
2021-07-14,0.00,70.9
2021-07-15,0.00,69.0
2021-07-16,0.00,65.9
2021-07-17,0.00,65.9
2021-07-18,0.00,67.8
2021-07-19,0.00,69.5
2021-07-20,0.00,71.0
2021-07-21,0.00,66.9
2021-07-22,0.00,64.0
2021-07-23,0.00,66.1
2021-07-24,0.00,69.4
2021-07-25,0.00,75.0
2021-07-26,0.00,75.0
2021-07-27,0.00,74.3
2021-07-28,0.00,74.1
2021-07-29,0.00,76.0
2021-07-30,0.00,80.3
2021-07-31,0.00,78.4
2021-08-01,0.00,73.2
2021-08-02,0.00,75.9
2021-08-03,0.00,77.1
2021-08-04,0.00,74.7
2021-08-05,0.00,77.0
2021-08-06,0.00,71.5
2021-08-07,0.00,71.8
2021-08-08,0.00,69.8
2021-08-09,0.00,65.4
2021-08-10,0.00,69.9
2021-08-11,0.00,76.4
2021-08-12,0.00,83.3
2021-08-13,0.00,83.9
2021-08-14,0.00,80.2
2021-08-15,0.00,78.4
2021-08-16,0.00,77.4
2021-08-17,0.00,70.1
2021-08-18,0.00,61.7
2021-08-19,0.00,66.1
2021-08-20,0.00,67.6
2021-08-21,0.02,66.5
2021-08-22,0.00,63.9
2021-08-23,0.00,57.9
2021-08-24,0.00,59.6
2021-08-25,0.00,65.7
2021-08-26,0.00,65.4
2021-08-27,0.00,68.3
2021-08-28,0.00,63.7
2021-08-29,0.00,68.7
2021-08-30,0.00,69.9
2021-08-31,0.00,61.3
2021-09-01,0.00,59.5
2021-09-02,0.00,62.0
2021-09-03,0.00,66.2
2021-09-04,0.00,66.0
2021-09-05,0.00,68.7
2021-09-06,0.00,70.5
2021-09-07,0.00,69.9
2021-09-08,0.00,70.0
2021-09-09,0.00,72.4
2021-09-10,0.00,69.6
2021-09-11,0.00,60.0
2021-09-12,0.00,64.6
2021-09-13,0.00,63.3
2021-09-14,0.00,61.8
2021-09-15,0.00,65.4
2021-09-16,0.00,58.2
2021-09-17,0.00,58.9
2021-09-18,0.70,64.4
2021-09-19,0.74,60.2
2021-09-20,0.06,58.2
2021-09-21,0.00,59.9
2021-09-22,0.00,66.7
2021-09-23,0.04,62.8
2021-09-24,0.00,63.8
2021-09-25,0.00,70.1
2021-09-26,0.00,67.5
2021-09-27,0.36,66.4
2021-09-28,1.05,56.1
2021-09-29,0.12,54.5
2021-09-30,0.00,57.0
2021-10-01,0.10,56.9
2021-10-02,0.00,54.7
2021-10-03,0.00,56.2
2021-10-04,0.00,57.3
2021-10-05,0.02,56.9
2021-10-06,0.24,52.4
2021-10-07,0.00,51.1
2021-10-08,0.00,49.2
2021-10-09,0.00,49.7
2021-10-10,0.03,54.6
2021-10-11,0.10,50.4
2021-10-12,0.01,47.0
2021-10-13,0.27,44.3
2021-10-14,0.05,48.2
2021-10-15,0.02,50.9
2021-10-16,0.00,53.3
2021-10-17,0.00,54.8
2021-10-18,0.15,54.8
2021-10-19,0.01,49.3
2021-10-20,0.14,49.4
2021-10-21,0.02,54.8
2021-10-22,0.75,56.4
2021-10-23,0.18,54.1
2021-10-24,0.28,53.4
2021-10-25,0.18,54.6
2021-10-26,0.34,53.2
2021-10-27,0.16,53.4
2021-10-28,0.08,55.2
2021-10-29,0.35,61.5
2021-10-30,0.03,50.1
2021-10-31,0.00,52.4
2021-11-01,0.03,52.2
2021-11-02,0.20,49.0
2021-11-03,0.02,50.2
2021-11-04,0.47,52.4
2021-11-05,0.36,54.4
2021-11-06,0.15,49.2
2021-11-07,0.29,45.6
2021-11-08,0.15,44.4
2021-11-09,0.31,44.4
2021-11-10,0.13,48.2
2021-11-11,1.42,49.7
2021-11-12,0.73,59.7
2021-11-13,0.51,55.6
2021-11-14,0.00,55.3
2021-11-15,0.00,59.6
2021-11-16,0.26,48.4
2021-11-17,0.00,41.7
2021-11-18,0.01,43.6
2021-11-19,0.23,48.2
2021-11-20,0.00,46.9
2021-11-21,0.00,41.2
2021-11-22,0.00,35.8
2021-11-23,0.31,39.8
2021-11-24,0.08,42.8
2021-11-25,0.00,37.7
2021-11-26,0.22,45.7
2021-11-27,0.00,50.8
2021-11-28,0.08,56.5
2021-11-29,0.08,56.1
2021-11-30,0.00,53.1
2021-12-01,0.00,52.0
2021-12-02,0.00,52.8
2021-12-03,0.00,46.5
2021-12-04,0.00,39.7
2021-12-05,0.09,43.9
2021-12-06,0.20,38.7
2021-12-07,0.32,44.9
2021-12-08,0.03,51.5
2021-12-09,0.02,41.9
2021-12-10,0.11,40.0
2021-12-11,0.69,43.3
2021-12-12,0.89,44.9
2021-12-13,0.64,42.3
2021-12-14,0.17,37.0
2021-12-15,0.07,36.8
2021-12-16,0.29,40.9
2021-12-17,0.04,42.7
2021-12-18,0.02,43.6
2021-12-19,1.56,44.7
2021-12-20,1.91,38.6
2021-12-21,0.52,40.6
2021-12-22,0.21,41.1
2021-12-23,0.69,46.7
2021-12-24,0.35,43.2
2021-12-25,0.45,38.8
2021-12-26,0.28,35.5
2021-12-27,0.28,30.7
2021-12-28,0.05,29.7
2021-12-29,0.01,33.6
2021-12-30,0.04,31.8
2021-12-31,0.05,38.0
2022-01-01,0.00,32.0
2022-01-02,0.00,30.5
2022-01-03,1.65,41.4
2022-01-04,0.56,39.5
2022-01-05,0.36,42.9
2022-01-06,0.68,47.4
2022-01-07,0.28,51.2
2022-01-08,0.03,45.9
2022-01-09,0.00,40.8
2022-01-10,0.06,39.7
2022-01-11,0.06,39.9
2022-01-12,0.02,50.4
2022-01-13,0.02,49.7
2022-01-14,0.01,45.4
2022-01-15,0.00,42.4
2022-01-16,0.00,37.1
2022-01-17,0.00,39.6
2022-01-18,0.02,38.8
2022-01-19,0.10,45.1
2022-01-20,0.24,50.2
2022-01-21,0.01,46.5
2022-01-22,0.00,40.7
2022-01-23,0.00,39.1
2022-01-24,0.00,36.1
2022-01-25,0.00,33.2
2022-01-26,0.00,38.2
2022-01-27,0.00,36.2
2022-01-28,0.00,38.1
2022-01-29,0.00,37.1
2022-01-30,0.00,37.0
2022-01-31,0.31,41.8
2022-02-01,0.05,39.9
2022-02-02,0.05,38.5
2022-02-03,0.06,42.6
2022-02-04,0.00,42.3
2022-02-05,0.02,42.0
2022-02-06,0.00,40.9
2022-02-07,0.00,40.3
2022-02-08,0.00,43.1
2022-02-09,0.00,42.1
2022-02-10,0.00,46.9
2022-02-11,0.00,43.3
2022-02-12,0.00,51.9
2022-02-13,0.00,49.2
2022-02-14,0.05,46.3
2022-02-15,0.12,44.1
2022-02-16,0.00,42.9
2022-02-17,0.00,44.1
2022-02-18,0.00,41.5
2022-02-19,0.00,44.5
2022-02-20,0.03,41.8
2022-02-21,0.06,43.1
2022-02-22,0.10,38.0
2022-02-23,0.00,31.9
2022-02-24,0.00,30.4
2022-02-25,0.00,33.2
2022-02-26,0.00,36.2
2022-02-27,0.34,38.3
2022-02-28,0.83,52.1
2022-03-01,1.61,56.0
2022-03-02,0.68,54.6
2022-03-03,0.42,49.3
2022-03-04,0.02,45.4
2022-03-05,0.02,42.5
2022-03-06,0.00,43.2
2022-03-07,0.00,41.3
2022-03-08,0.00,44.7
2022-03-09,0.09,45.4
2022-03-10,0.06,40.0
2022-03-11,0.00,38.9
2022-03-12,0.00,45.3
2022-03-13,0.86,44.3
2022-03-14,0.07,46.7
2022-03-15,0.30,50.6
2022-03-16,0.02,48.2
2022-03-17,0.00,47.0
2022-03-18,0.03,45.1
2022-03-19,0.14,52.1
2022-03-20,0.00,45.2
2022-03-21,0.13,43.8
2022-03-22,0.13,48.0
2022-03-23,0.00,57.1
2022-03-24,0.00,49.2
2022-03-25,0.00,49.4
2022-03-26,0.00,52.5
2022-03-27,0.00,56.8
2022-03-28,0.00,57.0
2022-03-29,0.03,51.9
2022-03-30,0.00,52.7
2022-03-31,0.00,47.9
2022-04-01,0.00,45.5
2022-04-02,0.06,47.0
2022-04-03,0.00,48.9
2022-04-04,0.82,48.4
2022-04-05,0.14,46.4
2022-04-06,0.05,44.3
2022-04-07,0.00,49.5
2022-04-08,0.01,57.7
2022-04-09,0.03,47.6
2022-04-10,0.14,44.7
2022-04-11,0.79,40.0
2022-04-12,0.13,41.7
2022-04-13,0.42,39.9
2022-04-14,0.07,39.5
2022-04-15,0.17,39.0
2022-04-16,0.01,41.8
2022-04-17,0.07,41.8
2022-04-18,0.04,43.9
2022-04-19,0.51,47.0
2022-04-20,0.24,43.5
2022-04-21,0.33,45.6
2022-04-22,0.16,47.5
2022-04-23,0.00,48.5
2022-04-24,0.00,50.5
2022-04-25,0.02,53.3
2022-04-26,0.00,50.3
2022-04-27,0.12,49.2
2022-04-28,0.02,49.1
2022-04-29,0.09,49.0
2022-04-30,0.45,52.0
2022-05-01,0.27,50.7
2022-05-02,0.20,54.5
2022-05-03,0.18,48.8
2022-05-04,0.00,52.7
2022-05-05,0.32,57.2
2022-05-06,0.50,52.1
2022-05-07,0.54,53.9
2022-05-08,0.23,47.8
2022-05-09,0.11,43.8
2022-05-10,0.03,46.0
2022-05-11,0.00,49.6
2022-05-12,0.03,50.2
2022-05-13,0.28,44.3
2022-05-14,0.60,45.8
2022-05-15,0.05,60.6
2022-05-16,0.04,61.4
2022-05-17,0.00,53.7
2022-05-18,0.12,54.0
2022-05-19,0.01,52.6
2022-05-20,0.10,48.2
2022-05-21,0.00,49.4
2022-05-22,0.00,55.8
2022-05-23,0.00,58.1
2022-05-24,0.00,59.0
2022-05-25,0.00,57.8
2022-05-26,0.00,64.1
2022-05-27,0.29,64.3
2022-05-28,0.01,56.0
2022-05-29,0.71,55.1
2022-05-30,0.02,52.8
2022-05-31,0.00,54.2
2022-06-01,0.00,61.6
2022-06-02,0.00,64.1
2022-06-03,0.04,64.1
2022-06-04,0.10,59.3
2022-06-05,0.71,58.6
2022-06-06,0.34,60.5
2022-06-07,0.01,55.6
2022-06-08,0.00,57.8
2022-06-09,0.00,62.6
2022-06-10,0.50,64.4
2022-06-11,1.00,62.6
2022-06-12,0.02,60.1
2022-06-13,0.18,53.1
2022-06-14,0.03,53.2
2022-06-15,0.00,56.5
2022-06-16,0.00,57.4
2022-06-17,0.04,60.3
2022-06-18,0.21,55.9
2022-06-19,0.04,55.9
2022-06-20,0.00,57.8
2022-06-21,0.00,60.8
2022-06-22,0.00,66.6
2022-06-23,0.00,63.9
2022-06-24,0.00,61.3
2022-06-25,0.00,66.3
2022-06-26,0.00,74.7
2022-06-27,0.00,78.3
2022-06-28,0.00,71.6
2022-06-29,0.00,61.9
2022-06-30,0.00,63.6
2022-07-01,0.00,65.7
2022-07-02,0.00,65.5
2022-07-03,0.00,62.3
2022-07-04,0.00,61.7
2022-07-05,0.00,64.0
2022-07-06,0.13,65.7
2022-07-07,0.00,66.7
2022-07-08,0.00,66.9
2022-07-09,0.00,67.9
2022-07-10,0.00,67.2
2022-07-11,0.00,66.7
2022-07-12,0.00,78.0
2022-07-13,0.00,74.1
2022-07-14,0.00,67.2
2022-07-15,0.00,67.8
2022-07-16,0.00,66.5
2022-07-17,0.00,67.0
2022-07-18,0.00,63.1
2022-07-19,0.00,64.6
2022-07-20,0.00,73.1
2022-07-21,0.00,73.7
2022-07-22,0.00,69.3
2022-07-23,0.00,67.0
2022-07-24,0.00,66.3
2022-07-25,0.00,73.1
2022-07-26,0.00,79.5
2022-07-27,0.00,79.9
2022-07-28,0.00,78.7
2022-07-29,0.00,78.8
2022-07-30,0.00,81.9
2022-07-31,0.00,82.3
2022-08-01,0.00,79.0
2022-08-02,0.00,71.7
2022-08-03,0.00,73.2
2022-08-04,0.00,68.6
2022-08-05,0.00,64.5
2022-08-06,0.00,67.7
2022-08-07,0.00,72.0
2022-08-08,0.00,77.2
2022-08-09,0.00,69.1
2022-08-10,0.10,71.3
2022-08-11,0.00,64.8
2022-08-12,0.00,69.0
2022-08-13,0.00,65.1
2022-08-14,0.00,67.1
2022-08-15,0.00,69.2
2022-08-16,0.00,71.5
2022-08-17,0.00,73.4
2022-08-18,0.00,77.6
2022-08-19,0.00,75.9
2022-08-20,0.00,71.4
2022-08-21,0.00,67.5
2022-08-22,0.00,71.3
2022-08-23,0.00,72.2
2022-08-24,0.00,72.0
2022-08-25,0.00,74.0
2022-08-26,0.00,75.0
2022-08-27,0.00,69.3
2022-08-28,0.00,62.1
2022-08-29,0.00,65.5
2022-08-30,0.00,73.4
2022-08-31,0.00,76.5
2022-09-01,0.00,72.1
2022-09-02,0.00,71.4
2022-09-03,0.00,71.2
2022-09-04,0.00,65.7
2022-09-05,0.00,68.7
2022-09-06,0.00,67.3
2022-09-07,0.00,71.1
2022-09-08,0.00,66.6
2022-09-09,0.00,63.3
2022-09-10,0.00,72.5
2022-09-11,0.00,74.8
2022-09-12,0.03,68.8
2022-09-13,0.00,66.6
2022-09-14,0.00,65.6
2022-09-15,0.00,66.6
2022-09-16,0.00,65.0
2022-09-17,0.00,60.7
2022-09-18,0.00,59.5
2022-09-19,0.00,63.7
2022-09-20,0.00,64.8
2022-09-21,0.00,66.8
2022-09-22,0.00,64.4
2022-09-23,0.00,59.7
2022-09-24,0.00,59.8
2022-09-25,0.00,64.4
2022-09-26,0.00,67.0
2022-09-27,0.00,69.0
2022-09-28,0.03,65.0
2022-09-29,0.14,61.4
2022-09-30,0.13,59.2
2022-10-01,0.00,59.9
2022-10-02,0.00,68.7
